B03002_001E,B03002_003E,B03002_004E,B03002_005E,B03002_006E,B03002_007E,B03002_008E,B03002_009E,B03002_012E,name,county,state,tract
3978.0,2726.0,4.0,16.0,16.0,0.0,0.0,177.0,1039.0,"Census Tract 9702, Washington County, Idaho",087,16,970200
1807.0,1714.0,0.0,31.0,0.0,0.0,21.0,13.0,28.0,"Census Tract 9701, Washington County, Idaho",087,16,970100
4211.0,3424.0,0.0,28.0,84.0,0.0,0.0,27.0,648.0,"Census Tract 9703, Washington County, Idaho",087,16,970300
3272.0,2689.0,0.0,0.0,12.0,0.0,0.0,0.0,571.0,"Census Tract 9502, Cassia County, Idaho",031,16,950200
4284.0,4015.0,3.0,18.0,0.0,0.0,0.0,70.0,178.0,"Census Tract 9601, Oneida County, Idaho",071,16,960100
3166.0,2706.0,0.0,0.0,16.0,0.0,0.0,32.0,412.0,"Census Tract 9501, Cassia County, Idaho",031,16,950100
5043.0,3661.0,0.0,0.0,0.0,9.0,0.0,0.0,1373.0,"Census Tract 9503, Cassia County, Idaho",031,16,950300
3976.0,1832.0,1.0,18.0,22.0,3.0,0.0,116.0,1984.0,"Census Tract 9504, Cassia County, Idaho",031,16,950400
2779.0,1685.0,10.0,98.0,11.0,0.0,0.0,87.0,888.0,"Census Tract 9506, Cassia County, Idaho",031,16,950600
5236.0,3949.0,12.0,93.0,70.0,2.0,0.0,1.0,1109.0,"Census Tract 9505, Cassia County, Idaho",031,16,950500
4447.0,4305.0,0.0,44.0,25.0,0.0,0.0,24.0,49.0,"Census Tract 9601, Gem County, Idaho",045,16,960100
5296.0,3563.0,0.0,27.0,13.0,0.0,0.0,116.0,1577.0,"Census Tract 9501, Lincoln County, Idaho",063,16,950100
3373.0,3338.0,2.0,20.0,12.0,0.0,0.0,1.0,0.0,"Census Tract 9702, Valley County, Idaho",085,16,970200
5469.0,4852.0,0.0,45.0,67.0,0.0,0.0,192.0,313.0,"Census Tract 9602, Gem County, Idaho",045,16,960200
6934.0,5677.0,0.0,67.0,21.0,2.0,0.0,131.0,1036.0,"Census Tract 9603, Gem County, Idaho",045,16,960300
4387.0,3962.0,0.0,1.0,0.0,0.0,0.0,9.0,415.0,"Census Tract 9703, Valley County, Idaho",085,16,970300
2344.0,2269.0,6.0,0.0,0.0,0.0,0.0,36.0,33.0,"Census Tract 9701, Valley County, Idaho",085,16,970100
2443.0,2338.0,13.0,22.0,0.0,8.0,13.0,30.0,19.0,"Census Tract 9502, Adams County, Idaho",003,16,950200
1503.0,1318.0,0.0,27.0,0.0,0.0,0.0,46.0,112.0,"Census Tract 9501, Adams County, Idaho",003,16,950100
6286.0,5825.0,33.0,74.0,1.0,12.0,0.0,22.0,319.0,"Census Tract 9701, Franklin County, Idaho",041,16,970100
6834.0,6156.0,0.0,0.0,1.0,0.0,0.0,115.0,562.0,"Census Tract 9702, Franklin County, Idaho",041,16,970200
6935.0,4560.0,0.0,15.0,62.0,19.0,0.0,119.0,2160.0,"Census Tract 9705, Jerome County, Idaho",053,16,970500
3022.0,1668.0,9.0,0.0,0.0,0.0,0.0,0.0,1345.0,"Census Tract 9704, Jerome County, Idaho",053,16,970400
4328.0,2503.0,0.0,0.0,0.0,0.0,0.0,0.0,1825.0,"Census Tract 9702, Jerome County, Idaho",053,16,970200
5578.0,3848.0,0.0,38.0,31.0,0.0,7.0,155.0,1499.0,"Census Tract 9703, Jerome County, Idaho",053,16,970300
3176.0,1960.0,9.0,11.0,1.0,48.0,0.0,32.0,1115.0,"Census Tract 9701, Jerome County, Idaho",053,16,970100
9248.0,8807.0,0.0,53.0,57.0,0.0,0.0,103.0,228.0,"Census Tract 2, Kootenai County, Idaho",055,16,000200
17752.0,15078.0,4.0,388.0,195.0,0.0,0.0,1017.0,1070.0,"Census Tract 7, Kootenai County, Idaho",055,16,000700
6320.0,5939.0,0.0,48.0,7.0,9.0,0.0,93.0,224.0,"Census Tract 1, Kootenai County, Idaho",055,16,000100
2840.0,2634.0,13.0,0.0,43.0,0.0,0.0,52.0,98.0,"Census Tract 16, Kootenai County, Idaho",055,16,001600
2936.0,2725.0,15.0,8.0,18.0,18.0,0.0,20.0,132.0,"Census Tract 19, Kootenai County, Idaho",055,16,001900
12806.0,12054.0,3.0,0.0,26.0,34.0,0.0,142.0,547.0,"Census Tract 5, Kootenai County, Idaho",055,16,000500
5128.0,4704.0,4.0,31.0,49.0,0.0,0.0,130.0,210.0,"Census Tract 9, Kootenai County, Idaho",055,16,000900
6780.0,6275.0,26.0,37.0,31.0,0.0,0.0,97.0,314.0,"Census Tract 12, Kootenai County, Idaho",055,16,001200
4576.0,3963.0,7.0,80.0,71.0,0.0,0.0,86.0,369.0,"Census Tract 13, Kootenai County, Idaho",055,16,001300
3505.0,3155.0,0.0,77.0,10.0,0.0,0.0,27.0,236.0,"Census Tract 15, Kootenai County, Idaho",055,16,001500
2168.0,2066.0,0.0,14.0,0.0,0.0,0.0,22.0,66.0,"Census Tract 11, Kootenai County, Idaho",055,16,001100
2883.0,2555.0,26.0,87.0,55.0,0.0,0.0,66.0,94.0,"Census Tract 14, Kootenai County, Idaho",055,16,001400
4410.0,4045.0,7.0,32.0,18.0,42.0,0.0,68.0,198.0,"Census Tract 17, Kootenai County, Idaho",055,16,001700
8519.0,8052.0,66.0,2.0,85.0,0.0,0.0,74.0,240.0,"Census Tract 18, Kootenai County, Idaho",055,16,001800
4590.0,4290.0,63.0,66.0,0.0,0.0,0.0,113.0,58.0,"Census Tract 8, Kootenai County, Idaho",055,16,000800
3750.0,3480.0,0.0,66.0,21.0,0.0,0.0,67.0,116.0,"Census Tract 20, Kootenai County, Idaho",055,16,002000
19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Census Tract 9503, Lewis County, Idaho",061,16,950300
21859.0,20024.0,0.0,0.0,1148.0,0.0,0.0,102.0,585.0,"Census Tract 103.31, Ada County, Idaho",001,16,010331
3130.0,2737.0,0.0,0.0,123.0,0.0,10.0,87.0,173.0,"Census Tract 3.02, Ada County, Idaho",001,16,000302
5630.0,5033.0,0.0,65.0,150.0,0.0,0.0,155.0,227.0,"Census Tract 8.02, Ada County, Idaho",001,16,000802
6883.0,5805.0,6.0,128.0,157.0,0.0,0.0,195.0,592.0,"Census Tract 10, Ada County, Idaho",001,16,001000
4405.0,3899.0,63.0,94.0,61.0,0.0,0.0,148.0,140.0,"Census Tract 18, Ada County, Idaho",001,16,001800
22340.0,20254.0,147.0,0.0,752.0,0.0,0.0,166.0,1021.0,"Census Tract 103.13, Ada County, Idaho",001,16,010313
7884.0,6200.0,412.0,0.0,200.0,0.0,0.0,102.0,970.0,"Census Tract 103.21, Ada County, Idaho",001,16,010321
5795.0,4410.0,59.0,4.0,230.0,29.0,0.0,441.0,622.0,"Census Tract 4, Ada County, Idaho",001,16,000400
6369.0,4707.0,112.0,15.0,203.0,0.0,0.0,192.0,1140.0,"Census Tract 9, Ada County, Idaho",001,16,000900
10527.0,8516.0,16.0,17.0,235.0,0.0,50.0,311.0,1382.0,"Census Tract 23.10, Ada County, Idaho",001,16,002310
11517.0,10140.0,0.0,143.0,128.0,0.0,0.0,132.0,974.0,"Census Tract 102.01, Ada County, Idaho",001,16,010201
2415.0,2124.0,68.0,29.0,0.0,0.0,0.0,0.0,194.0,"Census Tract 9, Bannock County, Idaho",005,16,000900
4865.0,4598.0,6.0,16.0,11.0,2.0,0.0,53.0,179.0,"Census Tract 19, Bannock County, Idaho",005,16,001900
5749.0,4944.0,8.0,62.0,115.0,0.0,0.0,131.0,489.0,"Census Tract 4, Bannock County, Idaho",005,16,000400
3350.0,2967.0,52.0,0.0,6.0,0.0,0.0,67.0,258.0,"Census Tract 12, Bannock County, Idaho",005,16,001200
3675.0,3127.0,35.0,0.0,41.0,1.0,0.0,0.0,471.0,"Census Tract 9603, Blaine County, Idaho",013,16,960300
3641.0,2627.0,3.0,299.0,9.0,0.0,0.0,34.0,669.0,"Census Tract 9502, Owyhee County, Idaho",073,16,950200
3283.0,2332.0,13.0,0.0,0.0,0.0,0.0,107.0,831.0,"Census Tract 9501.02, Owyhee County, Idaho",073,16,950102
4460.0,2801.0,0.0,50.0,12.0,0.0,0.0,74.0,1523.0,"Census Tract 9501.01, Owyhee County, Idaho",073,16,950101
3013.0,2438.0,23.0,3.0,28.0,0.0,0.0,7.0,514.0,"Census Tract 9605, Blaine County, Idaho",013,16,960500
4868.0,4116.0,6.0,5.0,98.0,0.0,0.0,89.0,554.0,"Census Tract 9601, Blaine County, Idaho",013,16,960100
10027.0,6830.0,0.0,0.0,44.0,9.0,0.0,148.0,2996.0,"Census Tract 9602, Blaine County, Idaho",013,16,960200
6968.0,6394.0,14.0,69.0,51.0,0.0,0.0,154.0,286.0,"Census Tract 9502, Boise County, Idaho",015,16,950200
4983.0,4452.0,23.0,13.0,0.0,0.0,0.0,162.0,333.0,"Census Tract 9702, Boundary County, Idaho",021,16,970200
6340.0,5842.0,2.0,131.0,57.0,49.0,0.0,66.0,193.0,"Census Tract 9701, Boundary County, Idaho",021,16,970100
2613.0,2472.0,65.0,1.0,0.0,0.0,0.0,9.0,66.0,"Census Tract 9701, Butte County, Idaho",023,16,970100
2626.0,2548.0,0.0,2.0,0.0,0.0,0.0,53.0,23.0,"Census Tract 9602, Caribou County, Idaho",029,16,960200
4236.0,3869.0,0.0,4.0,0.0,0.0,6.0,9.0,348.0,"Census Tract 9601, Caribou County, Idaho",029,16,960100
7631.0,5056.0,15.0,90.0,0.0,32.0,5.0,87.0,2346.0,"Census Tract 9602, Gooding County, Idaho",047,16,960200
7479.0,5240.0,0.0,73.0,71.0,0.0,19.0,68.0,2008.0,"Census Tract 9601, Gooding County, Idaho",047,16,960100
4153.0,2985.0,15.0,0.0,20.0,0.0,0.0,137.0,996.0,"Census Tract 11, Ada County, Idaho",001,16,001100
4512.0,3153.0,366.0,14.0,0.0,0.0,40.0,51.0,888.0,"Census Tract 20, Ada County, Idaho",001,16,002000
7862.0,7078.0,0.0,0.0,129.0,0.0,0.0,142.0,513.0,"Census Tract 102.21, Ada County, Idaho",001,16,010221
16148.0,13726.0,51.0,0.0,313.0,32.0,0.0,443.0,1583.0,"Census Tract 103.32, Ada County, Idaho",001,16,010332
23352.0,20656.0,0.0,15.0,177.0,0.0,46.0,796.0,1662.0,"Census Tract 104.01, Ada County, Idaho",001,16,010401
2063.0,1880.0,1.0,0.0,89.0,0.0,0.0,49.0,44.0,"Census Tract 21, Ada County, Idaho",001,16,002100
9674.0,6850.0,294.0,49.0,216.0,0.0,0.0,232.0,2033.0,"Census Tract 23.02, Ada County, Idaho",001,16,002302
11831.0,10162.0,415.0,26.0,317.0,0.0,0.0,155.0,756.0,"Census Tract 103.33, Ada County, Idaho",001,16,010333
3094.0,2677.0,0.0,37.0,0.0,54.0,0.0,11.0,315.0,"Census Tract 10, Bannock County, Idaho",005,16,001000
2563.0,2009.0,0.0,0.0,15.0,0.0,0.0,76.0,463.0,"Census Tract 13, Bannock County, Idaho",005,16,001300
3448.0,3266.0,0.0,8.0,57.0,0.0,0.0,44.0,73.0,"Census Tract 17, Bannock County, Idaho",005,16,001700
9106.0,7545.0,11.0,0.0,103.0,23.0,11.0,425.0,988.0,"Census Tract 3, Bannock County, Idaho",005,16,000300
3980.0,3399.0,7.0,75.0,238.0,0.0,0.0,36.0,225.0,"Census Tract 6, Bannock County, Idaho",005,16,000600
7141.0,6334.0,0.0,8.0,137.0,0.0,0.0,111.0,551.0,"Census Tract 11.01, Bannock County, Idaho",005,16,001101
3818.0,3142.0,81.0,3.0,0.0,21.0,0.0,118.0,453.0,"Census Tract 11.02, Bannock County, Idaho",005,16,001102
2669.0,2146.0,0.0,103.0,27.0,0.0,0.0,86.0,307.0,"Census Tract 16.01, Bannock County, Idaho",005,16,001601
4225.0,3463.0,87.0,26.0,135.0,0.0,0.0,160.0,354.0,"Census Tract 7, Bannock County, Idaho",005,16,000700
2444.0,1854.0,116.0,5.0,133.0,35.0,0.0,80.0,221.0,"Census Tract 8, Bannock County, Idaho",005,16,000800
4277.0,3318.0,15.0,231.0,6.0,0.0,0.0,171.0,536.0,"Census Tract 14, Bannock County, Idaho",005,16,001400
5735.0,5051.0,0.0,15.0,13.0,0.0,27.0,180.0,449.0,"Census Tract 15, Bannock County, Idaho",005,16,001500
3800.0,3099.0,0.0,164.0,35.0,0.0,49.0,108.0,345.0,"Census Tract 16.02, Bannock County, Idaho",005,16,001602
1924.0,1832.0,0.0,32.0,0.0,0.0,0.0,0.0,60.0,"Census Tract 5, Bannock County, Idaho",005,16,000500
3847.0,3627.0,59.0,4.0,0.0,0.0,0.0,34.0,123.0,"Census Tract 2, Bannock County, Idaho",005,16,000200
2977.0,2668.0,1.0,28.0,1.0,17.0,0.0,81.0,181.0,"Census Tract 16.03, Bannock County, Idaho",005,16,001603
2413.0,2275.0,22.0,13.0,11.0,0.0,0.0,18.0,74.0,"Census Tract 9502, Bear Lake County, Idaho",007,16,950200
5599.0,4049.0,85.0,0.0,0.0,2.0,0.0,206.0,1257.0,"Census Tract 9506, Bingham County, Idaho",011,16,950600
3529.0,3290.0,26.0,0.0,29.0,0.0,0.0,13.0,171.0,"Census Tract 9501, Bear Lake County, Idaho",007,16,950100
8184.0,7001.0,0.0,0.0,64.0,0.0,0.0,97.0,1022.0,"Census Tract 9501, Bingham County, Idaho",011,16,950100
5669.0,3569.0,0.0,25.0,20.0,0.0,0.0,119.0,1936.0,"Census Tract 9503, Bingham County, Idaho",011,16,950300
3784.0,3508.0,0.0,4.0,4.0,0.0,0.0,12.0,256.0,"Census Tract 9502, Bingham County, Idaho",011,16,950200
7186.0,5495.0,47.0,108.0,104.0,0.0,0.0,60.0,1372.0,"Census Tract 9505, Bingham County, Idaho",011,16,950500
7059.0,5589.0,0.0,114.0,188.0,0.0,0.0,84.0,1084.0,"Census Tract 9504, Bingham County, Idaho",011,16,950400
5107.0,4026.0,0.0,53.0,0.0,0.0,26.0,237.0,765.0,"Census Tract 9507, Bingham County, Idaho",011,16,950700
2180.0,1956.0,14.0,30.0,0.0,0.0,3.0,48.0,129.0,"Census Tract 9706.03, Bonneville County, Idaho",019,16,970603
5618.0,4516.0,19.0,82.0,194.0,0.0,0.0,137.0,670.0,"Census Tract 9706.02, Bonneville County, Idaho",019,16,970602
4881.0,4273.0,8.0,16.0,59.0,0.0,0.0,118.0,407.0,"Census Tract 9709, Bonneville County, Idaho",019,16,970900
4877.0,3688.0,10.0,28.0,164.0,61.0,0.0,46.0,880.0,"Census Tract 9713.02, Bonneville County, Idaho",019,16,971302
8569.0,7227.0,37.0,0.0,90.0,82.0,11.0,410.0,712.0,"Census Tract 9705.01, Bonneville County, Idaho",019,16,970501
5420.0,4725.0,0.0,0.0,69.0,0.0,0.0,115.0,511.0,"Census Tract 9705.03, Bonneville County, Idaho",019,16,970503
2737.0,2296.0,0.0,0.0,15.0,0.0,0.0,60.0,366.0,"Census Tract 9706.01, Bonneville County, Idaho",019,16,970601
1743.0,1364.0,0.0,0.0,0.0,0.0,0.0,13.0,366.0,"Census Tract 9715, Bonneville County, Idaho",019,16,971500
6357.0,5132.0,42.0,0.0,29.0,0.0,0.0,55.0,1099.0,"Census Tract 9713.01, Bonneville County, Idaho",019,16,971301
5789.0,5156.0,0.0,0.0,71.0,15.0,16.0,112.0,419.0,"Census Tract 9705.02, Bonneville County, Idaho",019,16,970502
3305.0,2665.0,44.0,0.0,32.0,21.0,9.0,111.0,423.0,"Census Tract 9711, Bonneville County, Idaho",019,16,971100
8971.0,7747.0,0.0,48.0,67.0,0.0,0.0,118.0,991.0,"Census Tract 9714, Bonneville County, Idaho",019,16,971400
5102.0,4306.0,2.0,0.0,17.0,0.0,0.0,142.0,635.0,"Census Tract 9710, Bonneville County, Idaho",019,16,971000
4403.0,3318.0,17.0,13.0,24.0,0.0,0.0,23.0,1008.0,"Census Tract 9712, Bonneville County, Idaho",019,16,971200
6701.0,6170.0,0.0,0.0,25.0,0.0,0.0,22.0,484.0,"Census Tract 9703, Bonneville County, Idaho",019,16,970300
2782.0,2346.0,0.0,0.0,27.0,0.0,0.0,0.0,409.0,"Census Tract 9704.01, Bonneville County, Idaho",019,16,970401
4553.0,4440.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,"Census Tract 9704.02, Bonneville County, Idaho",019,16,970402
4037.0,3635.0,39.0,37.0,18.0,0.0,0.0,5.0,303.0,"Census Tract 9708, Bonneville County, Idaho",019,16,970800
11130.0,8594.0,185.0,24.0,2.0,0.0,0.0,377.0,1948.0,"Census Tract 9704.03, Bonneville County, Idaho",019,16,970403
5361.0,5145.0,0.0,0.0,12.0,0.0,19.0,29.0,156.0,"Census Tract 9701, Bonneville County, Idaho",019,16,970100
5888.0,3612.0,133.0,46.0,12.0,0.0,0.0,127.0,1958.0,"Census Tract 9707, Bonneville County, Idaho",019,16,970700
886.0,801.0,0.0,0.0,0.0,0.0,0.0,3.0,82.0,"Census Tract 9701, Camas County, Idaho",025,16,970100
12466.0,6623.0,0.0,72.0,99.0,81.0,19.0,60.0,5512.0,"Census Tract 217, Canyon County, Idaho",027,16,021700
3659.0,3152.0,0.0,0.0,58.0,0.0,0.0,65.0,384.0,"Census Tract 207, Canyon County, Idaho",027,16,020700
5610.0,4007.0,0.0,13.0,32.0,0.0,0.0,73.0,1485.0,"Census Tract 221, Canyon County, Idaho",027,16,022100
4235.0,1975.0,8.0,0.0,0.0,16.0,0.0,91.0,2145.0,"Census Tract 202, Canyon County, Idaho",027,16,020200
2848.0,1072.0,10.0,17.0,16.0,0.0,0.0,46.0,1687.0,"Census Tract 213, Canyon County, Idaho",027,16,021300
6819.0,5403.0,0.0,0.0,0.0,0.0,0.0,188.0,1228.0,"Census Tract 218, Canyon County, Idaho",027,16,021800
5982.0,4852.0,0.0,1.0,19.0,0.0,3.0,57.0,1050.0,"Census Tract 223, Canyon County, Idaho",027,16,022300
4414.0,3953.0,30.0,0.0,12.0,0.0,0.0,49.0,370.0,"Census Tract 224, Canyon County, Idaho",027,16,022400
5662.0,4492.0,0.0,47.0,78.0,0.0,0.0,113.0,932.0,"Census Tract 219.01, Canyon County, Idaho",027,16,021901
7619.0,4125.0,0.0,52.0,43.0,0.0,0.0,235.0,3164.0,"Census Tract 212, Canyon County, Idaho",027,16,021200
5415.0,3383.0,0.0,17.0,9.0,0.0,10.0,74.0,1922.0,"Census Tract 222, Canyon County, Idaho",027,16,022200
4586.0,3999.0,0.0,0.0,55.0,0.0,0.0,129.0,403.0,"Census Tract 19, Ada County, Idaho",001,16,001900
6257.0,4945.0,130.0,14.0,291.0,0.0,0.0,263.0,614.0,"Census Tract 22.22, Ada County, Idaho",001,16,002222
7580.0,5323.0,16.0,54.0,71.0,22.0,0.0,173.0,1921.0,"Census Tract 206.02, Canyon County, Idaho",027,16,020602
5822.0,4400.0,139.0,39.0,73.0,52.0,0.0,79.0,1040.0,"Census Tract 204.02, Canyon County, Idaho",027,16,020402
2781.0,339.0,0.0,1913.0,47.0,0.0,0.0,53.0,429.0,"Census Tract 9400, Bingham County, Idaho",011,16,940000
15502.0,12327.0,0.0,84.0,67.0,0.0,0.0,337.0,2687.0,"Census Tract 209.02, Canyon County, Idaho",027,16,020902
